Borough,Longitude,Latitude,LatinSpecies
Queens,-73.779276,40.763934000000006,PLATANUS ACERIFOLIA
Manhattan,-73.973388,40.793611,SOPHORA JAPONICA
Staten Island,-74.169062,40.532374,PYRUS CALLERYANA
Brooklyn,-73.93474499999999,40.615041999999995,ACER SACCHARINUM
Queens,-73.81890600000001,40.728241,PLATANUS ACERIFOLIA
Brooklyn,-73.93820699999999,40.652561,ACER PLATANOIDES
Queens,-73.89775300000001,40.701091999999996,PLATANUS ACERIFOLIA
Staten Island,-74.217794,40.525985,ACER SACCHARINUM
Queens,-73.771016,40.695685,ACER PLATANOIDES
Staten Island,-74.150712,40.608001,LIQUIDAMBAR STYRACIFLUA
Bronx,-73.852846,40.823527,ACER SACCHARUM
Queens,-73.781801,40.784501,QUERCUS PALUSTRIS
Bronx,1.0,1.0,ACER SACCHARUM
Brooklyn,-73.931725,40.64542,PLATANUS ACERIFOLIA
Queens,-73.879039,40.727609,PYRUS CALLERYANA
Manhattan,-73.986127,40.767346,GLEDITSIA TRIACANTHOS
Queens,-73.893192,40.69979,ACER PLATANOIDES
Bronx,-73.832707,40.875788,PLATANUS ACERIFOLIA
Staten Island,-74.199603,40.550977,ACER PLATANOIDES
Brooklyn,-73.96155999999999,40.704977,FRAXINUS PENNSYLVANICA
Brooklyn,-73.995141,40.698785,UNKNOWN LIVE TREES 
Queens,-73.714123,40.739837,ACER PLATANOIDES
Queens,-73.7123,40.737551,TILIA CORDATA
Staten Island,-74.161201,40.537593,PLATANUS ACERIFOLIA
Queens,-73.842793,40.683881,ACER PLATANOIDES
Queens,-73.89977900000001,40.752176,PLATANUS ACERIFOLIA
Staten Island,-74.162745,40.589277,PYRUS CALLERYANA
Bronx,-73.916842,40.830411,ACER PLATANOIDES
Manhattan,-73.96963199999999,40.797603,QUERCUS PALUSTRIS
Staten Island,-74.132808,40.571194,ACER SACCHARINUM
Queens,-73.84951099999999,40.712678000000004,ACER PLATANOIDES
Brooklyn,-74.01777299999999,40.622827,ACER PLATANOIDES
Bronx,-73.91434,40.840307,GLEDITSIA TRIACANTHOS
Queens,-73.80589599999999,40.793628000000005,ACER SACCHARINUM
Queens,-73.814665,40.777846999999994,PLATANUS ACERIFOLIA
Brooklyn,-73.971797,40.676266,TILIA CORDATA
Bronx,-73.876535,40.821403000000004,PLATANUS ACERIFOLIA
Queens,-73.795873,40.707018,PYRUS CALLERYANA
Brooklyn,-73.908877,40.66983,TILIA CORDATA
Staten Island,-74.111615,40.561093,PLATANUS ACERIFOLIA
Queens,-73.771074,40.696797,QUERCUS RUBRA
Brooklyn,-73.950548,40.652602,TILIA CORDATA
Manhattan,-73.955102,40.801781,GLEDITSIA TRIACANTHOS
Brooklyn,-73.964208,40.687642,FRAXINUS PENNSYLVANICA
Manhattan,-73.940526,40.793172,PLATANUS ACERIFOLIA
Bronx,-73.90904,40.820785,GLEDITSIA TRIACANTHOS
Queens,1.0,1.0,PINUS THUNBERGII
Staten Island,-74.136945,40.620989,PLATANUS ACERIFOLIA
Queens,-73.706982,40.741707,GINKGO BILOBA
Queens,-73.90225699999999,40.706627000000005,ACER SACCHARUM
Queens,1.0,1.0,ACER PLATANOIDES
Brooklyn,-73.981015,40.630146,UNKNOWN LIVE TREES 
Manhattan,-73.96638399999999,40.763106,TILIA CORDATA
Brooklyn,-73.919485,40.705226,TILIA CORDATA
Brooklyn,-73.918758,40.650757,PYRUS CALLERYANA
Queens,-73.819659,40.723459000000005,QUERCUS PALUSTRIS
Queens,-73.855438,40.692513,PLATANUS ACERIFOLIA
Manhattan,-73.96728399999999,40.800216,PYRUS CALLERYANA
Brooklyn,-74.019779,40.622,ACER PSEUDOPLATANUS
Queens,-73.74174000000001,40.721282,PYRUS CALLERYANA
Queens,-73.784586,40.707503,PLATANUS ACERIFOLIA
Queens,-73.819156,40.731303999999994,PLATANUS ACERIFOLIA
Manhattan,-73.92716999999999,40.859519,SOPHORA JAPONICA
Queens,-73.820491,40.731667,ACER SACCHARUM
Queens,-73.70843,40.750453,ACER PLATANOIDES
Bronx,-73.837227,40.857746,QUERCUS RUBRA
Brooklyn,-73.947751,40.621798999999996,PLATANUS ACERIFOLIA
Manhattan,-73.960454,40.775727,GLEDITSIA TRIACANTHOS
Staten Island,-74.082679,40.643153999999996,PLATANUS ACERIFOLIA
Queens,-73.70942099999999,40.748065000000004,GINKGO BILOBA
Queens,-73.825714,40.758794,TILIA CORDATA
Bronx,-73.888604,40.871552,PLATANUS ACERIFOLIA
Brooklyn,-73.965209,40.59642,TILIA CORDATA
Queens,-73.844363,40.661596,ACER SACCHARINUM
Staten Island,-74.139041,40.599432,PLANTING SITE
Brooklyn,-73.973467,40.676996,STUMP 
Staten Island,-74.17134399999999,40.557741,PYRUS CALLERYANA
Brooklyn,-73.895403,40.677825,TILIA CORDATA
Manhattan,-73.939918,40.792915,SOPHORA JAPONICA
Manhattan,-73.95473299999999,40.788352,PLATANUS ACERIFOLIA
Brooklyn,-73.921374,40.621852000000004,ACER PSEUDOPLATANUS
Staten Island,-74.194743,40.540874,QUERCUS SPECIES
Staten Island,-74.11085200000001,40.633071,ACER PLATANOIDES
Brooklyn,-73.886074,40.661074,ACER PLATANOIDES
Brooklyn,-73.936052,40.622931,ACER SACCHARUM
Brooklyn,-73.928794,40.598637,UNKNOWN LIVE TREES 
Queens,-73.783774,40.732521999999996,TILIA CORDATA
Queens,1.0,1.0,GLEDITSIA TRIACANTHOS
Queens,-73.810606,40.734978999999996,PLATANUS ACERIFOLIA
Staten Island,-74.167575,40.552763,ACER PLATANOIDES
Brooklyn,-73.944213,40.723882,PLATANUS ACERIFOLIA
Queens,-73.867029,40.747452,FRAXINUS PENNSYLVANICA
Staten Island,-74.135099,40.577926,LIQUIDAMBAR STYRACIFLUA
Queens,1.0,1.0,ACER PLATANOIDES
Queens,1.0,1.0,MALUS PUMILA
Brooklyn,-73.91566999999999,40.674225,SOPHORA JAPONICA
Manhattan,-73.979215,40.784876000000004,ULMUS AMERICANA
Queens,1.0,1.0,SOPHORA JAPONICA
Queens,-73.846469,40.654707,PLATANUS ACERIFOLIA
Brooklyn,-73.998159,40.644149,PLATANUS ACERIFOLIA
Queens,-73.805386,40.691492,PLATANUS ACERIFOLIA
Queens,-73.819098,40.788514,SOPHORA JAPONICA
Staten Island,-74.08103,40.607564,ACER SACCHARINUM
Queens,-73.800839,40.725832000000004,ACER PLATANOIDES
Queens,-73.767779,40.692437,ACER PLATANOIDES
Brooklyn,-73.924782,40.645057,QUERCUS PALUSTRIS
Manhattan,-73.952649,40.803903000000005,TILIA SPECIES
Manhattan,-73.93838199999999,40.822588,GINKGO BILOBA
Staten Island,-74.156599,40.58321,ACER PLATANOIDES
Queens,-73.771675,40.669109999999996,ACER PLATANOIDES
Bronx,-73.904424,40.882081,QUERCUS PALUSTRIS
Queens,1.0,1.0,ACER RUBRUM
Queens,-73.91275,40.714436,ACER PLATANOIDES
Queens,-73.881354,40.7028,PLATANUS ACERIFOLIA
Brooklyn,-73.872169,40.688091,PLATANUS ACERIFOLIA
Brooklyn,-74.004181,40.606963,QUERCUS PHELLOS
Queens,-73.89916,40.7155,ACER PLATANOIDES
Queens,-73.892622,40.748367,ACER PLATANOIDES
Manhattan,-74.009703,40.739282,GLEDITSIA TRIACANTHOS
Queens,1.0,1.0,GLEDITSIA TRIACANTHOS
Queens,-73.894052,40.711844,PLATANUS ACERIFOLIA
Queens,-73.814883,40.664522999999996,ACER PLATANOIDES
Brooklyn,-73.987879,40.591536,ACER RUBRUM
Queens,-73.803247,40.697265,PLANTING SITE
Bronx,1.0,1.0,GLEDITSIA TRIACANTHOS
Brooklyn,-73.87111800000001,40.676037,ACER PLATANOIDES
Manhattan,-73.971849,40.74798,ACER PLATANOIDES
Staten Island,-74.15878599999999,40.625046000000005,PYRUS CALLERYANA
Staten Island,-74.122606,40.572071,ACER RUBRUM
Queens,1.0,1.0,FRAXINUS PENNSYLVANICA
Queens,-73.88811899999999,40.724737,ZELKOVA SERRATA
Queens,-73.80164,40.792546,PLATANUS ACERIFOLIA
Queens,-73.737512,40.734564,QUERCUS PALUSTRIS
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Queens,-73.831856,40.702162,QUERCUS PALUSTRIS
Manhattan,-73.972092,40.765528,ULMUS AMERICANA
Queens,-73.86533399999999,40.735273,GLEDITSIA TRIACANTHOS
Queens,-73.83498399999999,40.710815999999994,GINKGO BILOBA
Queens,-73.850352,40.67419,ACER PLATANOIDES
Brooklyn,-73.921208,40.647089,QUERCUS PALUSTRIS
Queens,-73.820227,40.680313,ACER PLATANOIDES
Brooklyn,-73.88555799999999,40.639337,PLATANUS ACERIFOLIA
Staten Island,-74.159911,40.591633,ACER RUBRUM
Queens,-73.819312,40.60779,PLATANUS ACERIFOLIA
Staten Island,-74.155375,40.551185,LIQUIDAMBAR STYRACIFLUA
Queens,-73.749155,40.728664,ACER PLATANOIDES
Brooklyn,-74.00588,40.621261,PLATANUS ACERIFOLIA
Brooklyn,-73.951737,40.626881,GINKGO BILOBA
Queens,-73.887046,40.724042,ACER PLATANOIDES
Staten Island,-74.18443,40.548531,ACER PLATANOIDES
Queens,-73.829959,40.686551,ACER RUBRUM
Brooklyn,-73.977114,40.646837,ACER PLATANOIDES
Queens,-73.817862,40.789769,ZELKOVA SERRATA
Queens,-73.704628,40.746021999999996,TILIA CORDATA
Bronx,-73.90688399999999,40.902467,ACER SACCHARINUM
Manhattan,-73.964725,40.808307,PYRUS CALLERYANA
Brooklyn,-73.959176,40.655681,PLANTING SITE
Manhattan,-73.963376,40.757624,TILIA CORDATA
Queens,-73.799361,40.788339,FRAXINUS PENNSYLVANICA
Staten Island,-74.194772,40.518445,QUERCUS PALUSTRIS
Brooklyn,-73.952543,40.709784,GLEDITSIA TRIACANTHOS
Queens,-73.878528,40.716342,ACER SACCHARINUM
Bronx,-73.872804,40.834652,ACER SACCHARUM
Queens,-73.84425,40.649885999999995,ACER PLATANOIDES
Staten Island,-74.22865300000001,40.524397,PRUNUS SPECIES
Manhattan,-73.98469899999999,40.736701000000004,QUERCUS RUBRA
Queens,-73.903803,40.700963,PYRUS CALLERYANA
Bronx,-73.84474200000001,40.873974,ULMUS AMERICANA
Manhattan,-74.00582299999999,40.714754,OSTRYA VIRGINIANA
Brooklyn,-73.92156,40.623588,ACER SACCHARINUM
Brooklyn,-73.92179,40.616912,PLATANUS ACERIFOLIA
Queens,-73.7117,40.728698,ACER PSEUDOPLATANUS
Queens,-73.885469,40.751704,OSTRYA VIRGINIANA
Bronx,1.0,1.0,LIRIODENDRON TULIPIFERA
Bronx,1.0,1.0,QUERCUS PHELLOS
Brooklyn,-73.962117,40.67152,ULMUS AMERICANA
Staten Island,-74.14530400000001,40.549240000000005,ACER PLATANOIDES
Staten Island,-74.185877,40.548006,ACER PLATANOIDES
Queens,-73.873862,40.703468,PLATANUS ACERIFOLIA
Staten Island,-74.203091,40.556112,PYRUS CALLERYANA
Queens,-73.873417,40.745008,FRAXINUS PENNSYLVANICA
Queens,1.0,1.0,ACER PLATANOIDES
Queens,-73.913074,40.759431,SOPHORA JAPONICA
Queens,-73.820332,40.724794,TILIA CORDATA
Queens,-73.706135,40.731505,PLATANUS ACERIFOLIA
Queens,-73.870826,40.764723,PLATANUS ACERIFOLIA
Brooklyn,-73.887895,40.663545,PLATANUS ACERIFOLIA
Staten Island,-74.11416700000001,40.569171000000004,PLATANUS ACERIFOLIA
Queens,-73.75786,40.601403000000005,ACER PLATANOIDES
Brooklyn,-74.01288100000001,40.6264,PINUS SPECIES
Brooklyn,-73.944852,40.590527,PLATANUS ACERIFOLIA
Queens,1.0,1.0,FRAXINUS PENNSYLVANICA
Manhattan,1.0,1.0,PLATANUS ACERIFOLIA
Bronx,-73.840404,40.882403000000004,SOPHORA JAPONICA
Brooklyn,-73.961066,40.643943,QUERCUS PALUSTRIS
Brooklyn,-73.905325,40.638467999999996,PLATANUS ACERIFOLIA
Queens,-73.905569,40.761412,ACER PLATANOIDES
Queens,-73.84871600000001,40.675579,PYRUS CALLERYANA
Bronx,-73.870736,40.833946000000005,ACER SACCHARUM
Queens,-73.798806,40.749626,ACER SACCHARINUM
Manhattan,-73.97608100000001,40.791478000000005,TILIA CORDATA
Queens,-73.791386,40.678461,PLATANUS ACERIFOLIA
Queens,-73.91918199999999,40.736098999999996,PLATANUS ACERIFOLIA
Staten Island,-74.199706,40.526635,PYRUS CALLERYANA
Queens,-73.85065,40.710876,ACER SACCHARUM
Queens,-73.754456,40.712727,ACER PLATANOIDES
Bronx,-73.830424,40.871772,GLEDITSIA TRIACANTHOS
Queens,-73.889673,40.764599,ACER SACCHARUM
Brooklyn,-74.003055,40.638897,PLATANUS ACERIFOLIA
Brooklyn,-73.88649699999999,40.635872,PRUNUS SPECIES
Bronx,-73.86205,40.850769,UNKNOWN STUMP 
Brooklyn,-73.939871,40.580794,ACER SACCHARUM
Queens,-73.824077,40.773063,ACER PLATANOIDES
Bronx,-73.905658,40.860625,QUERCUS PALUSTRIS
Queens,-73.86965500000001,40.749623,GLEDITSIA TRIACANTHOS
Queens,-73.71516899999999,40.731649,TILIA CORDATA
Queens,-73.817887,40.714301,ACER PLATANOIDES
Staten Island,-74.197903,40.522729,ACER PLATANOIDES
Bronx,-73.902445,40.871367,GLEDITSIA TRIACANTHOS
Manhattan,-73.975999,40.786379,GINKGO BILOBA
Brooklyn,-74.03320699999999,40.632614000000004,PLATANUS ACERIFOLIA
Queens,-73.887662,40.704349,PLATANUS ACERIFOLIA
Queens,-73.82500999999999,40.740466999999995,PLANTING SITE
Queens,-73.93155300000001,40.752018,ACER SACCHARUM
Queens,-73.743449,40.69311,PLATANUS ACERIFOLIA
Queens,-73.73390699999999,40.73323,FRAXINUS PENNSYLVANICA
Queens,-73.745763,40.681298,ACER PLATANOIDES
Brooklyn,-73.95801,40.655762,ACER PLATANOIDES
Queens,-73.87248000000001,40.72847,QUERCUS PALUSTRIS
Brooklyn,-73.877597,40.680859999999996,PLATANUS ACERIFOLIA
Staten Island,-74.143041,40.542864,PYRUS CALLERYANA
Brooklyn,-73.9753,40.67045,PLATANUS ACERIFOLIA
Queens,-73.82469499999999,40.689704,ACER PLATANOIDES
Manhattan,-74.00649200000001,40.73735,QUERCUS PALUSTRIS
Staten Island,-74.123532,40.62972,ACER PLATANOIDES
Queens,-73.848605,40.677659999999996,ACER PLATANOIDES
Queens,-73.82005699999999,40.719545000000004,ACER SACCHARUM
Queens,-73.908204,40.708108,FRAXINUS PENNSYLVANICA
Staten Island,-74.117288,40.624438,QUERCUS PALUSTRIS
Staten Island,-74.162539,40.536466,PLATANUS ACERIFOLIA
Bronx,-73.907211,40.86023,QUERCUS PALUSTRIS
Queens,1.0,1.0,ACER PLATANOIDES
Queens,-73.812826,40.757626,UNKNOWN STUMP
Queens,-73.799022,40.748334,ACER PSEUDOPLATANUS
Brooklyn,-73.995215,40.61937,TILIA CORDATA
Queens,-73.706194,40.739745,QUERCUS PHELLOS
Staten Island,1.0,1.0,LIQUIDAMBAR STYRACIFLUA
Queens,-73.794317,40.760459999999995,SOPHORA JAPONICA
Queens,-73.885676,40.735265000000005,ACER PLATANOIDES
Manhattan,-73.983489,40.780284,PLANTING SITE
Brooklyn,-73.923813,40.626762,PLATANUS ACERIFOLIA
Queens,-73.904656,40.706944,FRAXINUS PENNSYLVANICA
Manhattan,-73.940966,40.815847,GLEDITSIA TRIACANTHOS
Staten Island,-74.138239,40.568659000000004,ZELKOVA SERRATA
Manhattan,-73.945509,40.826862,GINKGO BILOBA
Manhattan,-73.973674,40.77952,SOPHORA JAPONICA
Staten Island,-74.13282,40.6045,PLANTING SITE
Queens,-73.848547,40.723456,PLATANUS ACERIFOLIA
Queens,-73.892656,40.742020000000004,UNKNOWN STUMP
Staten Island,-74.10999100000001,40.629661999999996,PYRUS CALLERYANA
Queens,-73.7377,40.761322,ACER PLATANOIDES
Bronx,-73.88752,40.818581,ACER RUBRUM
Queens,-73.78570699999999,40.749471,ACER PLATANOIDES
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Queens,-73.74181800000001,40.673856,ACER PLATANOIDES
Brooklyn,-73.984769,40.690427,PYRUS CALLERYANA
Brooklyn,-73.958881,40.651044,QUERCUS PHELLOS
Staten Island,-74.118349,40.560936,GLEDITSIA TRIACANTHOS
Queens,-73.782051,40.755342999999996,PLATANUS ACERIFOLIA
Queens,-73.771404,40.706645,FRAXINUS PENNSYLVANICA
Bronx,-73.914542,40.809732000000004,ACER PSEUDOPLATANUS
Queens,-73.795705,40.765732,TILIA CORDATA
Manhattan,-73.981727,40.742336,PLATANUS ACERIFOLIA
Bronx,-73.784902,40.842991,ULMUS AMERICANA
Brooklyn,-73.909856,40.645637,PLATANUS ACERIFOLIA
Queens,-73.82040500000001,40.765021999999995,PYRUS CALLERYANA
Bronx,-73.85146999999999,40.895809,UNKNOWN LIVE TREES 
Queens,-73.74103000000001,40.678825,PLANTING SITE
Staten Island,-74.13150999999999,40.623432,UNKNOWN LIVE TREES 
Staten Island,-74.117402,40.609221000000005,ACER SACCHARINUM
Queens,-73.803324,40.691404999999996,ACER PSEUDOPLATANUS
Brooklyn,1.0,1.0,GLEDITSIA TRIACANTHOS
Manhattan,-73.966764,40.753074,GLEDITSIA TRIACANTHOS
Brooklyn,-73.946263,40.613165,PLATANUS ACERIFOLIA
Queens,-73.708579,40.732794,ACER SACCHARUM
Brooklyn,-73.973079,40.670395,GINKGO BILOBA
Queens,-73.773365,40.681841999999996,ULMUS AMERICANA
Queens,-73.807889,40.722432,SOPHORA JAPONICA
Brooklyn,-73.965739,40.580690999999995,ULMUS AMERICANA
Queens,-73.808044,40.783671999999996,PLATANUS ACERIFOLIA
Brooklyn,-73.923335,40.682605,PLATANUS ACERIFOLIA
Queens,-73.722627,40.744581,ACER PLATANOIDES
Bronx,-73.845287,40.875037,QUERCUS RUBRA
Queens,-73.73820500000001,40.671162,ACER PLATANOIDES
Brooklyn,-73.99324399999999,40.637389,ACER PLATANOIDES
Queens,-73.79859,40.787445,LIQUIDAMBAR STYRACIFLUA
Queens,-73.859759,40.711458,QUERCUS PALUSTRIS
Queens,-73.77980600000001,40.680558000000005,ACER SACCHARINUM
Bronx,-73.85327099999999,40.879729,ULMUS AMERICANA
Queens,-73.870631,40.737913,ACER PLATANOIDES
Queens,-73.9045,40.702375,GINKGO BILOBA
Bronx,-73.850493,40.853488,PLATANUS ACERIFOLIA
Queens,-73.737647,40.765349,QUERCUS PALUSTRIS
Manhattan,-73.95365100000001,40.821287,PYRUS CALLERYANA
Queens,1.0,1.0,QUERCUS PALUSTRIS
Bronx,-73.85255,40.856501,ACER SACCHARUM
Queens,-73.80770799999999,40.710599,PLATANUS ACERIFOLIA
Queens,1.0,1.0,QUERCUS PALUSTRIS
Brooklyn,-73.976835,40.640559,PLATANUS ACERIFOLIA
Bronx,-73.842212,40.89159,ACER PLATANOIDES
Manhattan,-73.950717,40.812795,ACER PLATANOIDES
Queens,-73.752045,40.685879,ACER SACCHARUM
Brooklyn,-73.97606800000001,40.646332,SOPHORA JAPONICA
Manhattan,-73.98011600000001,40.721471,PYRUS CALLERYANA
Brooklyn,-73.954808,40.628324,ACER PLATANOIDES
Staten Island,-74.207327,40.526146000000004,PLATANUS ACERIFOLIA
Queens,-73.920264,40.782107,PLATANUS ACERIFOLIA
Queens,1.0,1.0,ACER PLATANOIDES
Brooklyn,-73.931686,40.687642,QUERCUS PALUSTRIS
Staten Island,-74.13584499999999,40.602222999999995,ACER PLATANOIDES
Queens,1.0,1.0,ACER PLATANOIDES
Bronx,-73.84535699999999,40.875168,QUERCUS RUBRA
Queens,-73.896596,40.772876000000004,TILIA CORDATA
Brooklyn,-73.996053,40.615322,PLATANUS ACERIFOLIA
Brooklyn,-73.976017,40.678304,QUERCUS PALUSTRIS
Brooklyn,-73.94730899999999,40.613553,ACER PLATANOIDES
Queens,1.0,1.0,GLEDITSIA TRIACANTHOS
Brooklyn,-73.91526400000001,40.624573,ACER RUBRUM
Brooklyn,-73.95872299999999,40.616238,UNKNOWN LIVE TREES 
Queens,-73.814665,40.777884,ACER PLATANOIDES
Brooklyn,-74.013504,40.630419,PLATANUS ACERIFOLIA
Brooklyn,-73.907032,40.644658,PLATANUS ACERIFOLIA
Brooklyn,-73.936705,40.616803999999995,PLATANUS ACERIFOLIA
Bronx,-73.8443,40.873095,QUERCUS RUBRA
Staten Island,-74.129235,40.601513,TILIA CORDATA
Bronx,-73.906802,40.851828999999995,GLEDITSIA TRIACANTHOS
Brooklyn,-73.91264,40.658091999999996,PLATANUS ACERIFOLIA
Queens,-73.820574,40.61332,PLATANUS ACERIFOLIA
Queens,-73.795551,40.675719,ACER PLATANOIDES
Staten Island,-74.134718,40.553593,TILIA CORDATA
Queens,-73.793865,40.765383,PLATANUS ACERIFOLIA
Queens,-73.736915,40.687709999999996,ACER PLATANOIDES
Queens,-73.737348,40.764656,ACER PLATANOIDES
Manhattan,-73.936751,40.824824,GLEDITSIA TRIACANTHOS
Brooklyn,-73.995356,40.695083000000004,GLEDITSIA TRIACANTHOS
Staten Island,1.0,1.0,ACER SACCHARINUM
Staten Island,-74.134196,40.569706,ACER SACCHARINUM
Queens,-73.806335,40.711756,ACER PLATANOIDES
Staten Island,-74.133038,40.6059,PLANTING SITE
Bronx,-73.84938000000001,40.897877,TILIA CORDATA
Staten Island,-74.102783,40.580849,ACER SACCHARINUM
Queens,-73.81272299999999,40.689617,PLATANUS ACERIFOLIA
Queens,-73.775917,40.662605,ACER SACCHARINUM
Bronx,-73.919299,40.804248,QUERCUS PALUSTRIS
Bronx,1.0,1.0,GINKGO BILOBA
Staten Island,-74.162086,40.536767,GLEDITSIA TRIACANTHOS
Queens,-73.85230899999999,40.785768,ACER SACCHARINUM
Brooklyn,-73.962747,40.637603000000006,TILIA CORDATA
Queens,-73.745399,40.748765999999996,ACER SACCHARINUM
Manhattan,-73.986303,40.724078000000006,AILANTHUS ALTISSIMA
Bronx,-73.902486,40.871208,QUERCUS PALUSTRIS
Queens,-73.856999,40.689421,GLEDITSIA TRIACANTHOS
Queens,-73.88044000000001,40.722429999999996,ACER PLATANOIDES
Brooklyn,-73.950377,40.593937,ACER SPECIES
Queens,1.0,1.0,FRAXINUS PENNSYLVANICA
Brooklyn,-73.960003,40.684008,ACER SACCHARINUM
Queens,-73.890672,40.742131,ACER PLATANOIDES
Queens,-73.942035,40.761837,ACER PLATANOIDES
Queens,-73.781444,40.775258,ACER PLATANOIDES
Queens,-73.776443,40.758475,QUERCUS PALUSTRIS
Bronx,-73.922235,40.843656,PLATANUS ACERIFOLIA
Queens,-73.760889,40.739989,PLATANUS ACERIFOLIA
Queens,-73.86813000000001,40.738588,PLANTING SITE
Queens,-73.911922,40.781886,PLATANUS ACERIFOLIA
Queens,-73.755455,40.71042,QUERCUS PALUSTRIS
Manhattan,-73.954525,40.815729,GLEDITSIA TRIACANTHOS
Bronx,1.0,1.0,ACER SACCHARUM
Bronx,-73.861248,40.852292,ACER PLATANOIDES
Brooklyn,-74.030489,40.630526,ACER PLATANOIDES
Queens,-73.758726,40.704557,QUERCUS PALUSTRIS
Queens,-73.745536,40.719429999999996,PLANTING SITE
Brooklyn,-73.938092,40.61903,ACER SACCHARINUM
Queens,-73.762261,40.749308,ACER RUBRUM
Queens,-73.753936,40.733923,PLATANUS ACERIFOLIA
Manhattan,-73.99979300000001,40.741105,GLEDITSIA TRIACANTHOS
Brooklyn,-73.93646700000001,40.604205,ACER PSEUDOPLATANUS
Brooklyn,-73.940524,40.672896,TILIA CORDATA
Staten Island,-74.102814,40.585308000000005,ACER SACCHARINUM
Manhattan,-73.98859499999999,40.725842,PYRUS CALLERYANA
Queens,-73.740363,40.712474,TILIA CORDATA
Queens,-73.813025,40.773472,ACER PLATANOIDES
Brooklyn,-73.970725,40.638797,PLATANUS ACERIFOLIA
Bronx,-73.841844,40.860183,UNKNOWN LIVE TREES 
Staten Island,-74.247743,40.505882,PYRUS CALLERYANA
Queens,-73.848608,40.679638,PLANTING SITE
Queens,-73.85110999999999,40.717191,ULMUS AMERICANA
Brooklyn,-73.983122,40.697206,TILIA CORDATA
Bronx,-73.918376,40.802988,GLEDITSIA TRIACANTHOS
Brooklyn,-74.03032900000001,40.617962,QUERCUS PALUSTRIS
Queens,-73.798692,40.729639,ACER PLATANOIDES
Queens,-73.855338,40.683526,GLEDITSIA TRIACANTHOS
Queens,-73.879797,40.727181,ACER PLATANOIDES
Staten Island,-74.209938,40.549904,PYRUS CALLERYANA
Brooklyn,-73.88884499999999,40.671619,ACER PLATANOIDES
Bronx,-73.86630500000001,40.898382,ACER SACCHARUM
Brooklyn,-73.987827,40.68649,PLATANUS ACERIFOLIA
Queens,-73.844189,40.727458,ACER PLATANOIDES
Brooklyn,-73.910712,40.608233,UNKNOWN LIVE TREES 
Brooklyn,-73.953964,40.601403999999995,STUMP 
Staten Island,-74.173698,40.555844,PYRUS CALLERYANA
Bronx,-73.840404,40.882403000000004,TILIA CORDATA
Queens,-73.817652,40.756284,ACER PLATANOIDES
Manhattan,-73.997878,40.72932,ABIES SPECIES
Manhattan,-73.918276,40.871691,GINKGO BILOBA
Brooklyn,-73.930918,40.647316,ACER SACCHARUM
Manhattan,-73.947587,40.775231,GLEDITSIA TRIACANTHOS
Manhattan,-73.96696,40.766811,GLEDITSIA TRIACANTHOS
Manhattan,-73.961137,40.763345,GLEDITSIA TRIACANTHOS
Queens,-73.830722,40.686332,ACER PLATANOIDES
Staten Island,-74.12658,40.622096,GLEDITSIA TRIACANTHOS
Queens,-73.727041,40.72959,UNKNOWN LIVE TREES 
Bronx,-73.90899999999999,40.898839,ACER SACCHARUM
Queens,-73.763293,40.693927,ACER PLATANOIDES
Queens,-73.81953,40.715946,UNKNOWN LIVE TREES 
Brooklyn,-73.980172,40.579363,ZELKOVA SERRATA
Bronx,-73.903759,40.908122,GINKGO BILOBA
Staten Island,-74.068093,40.599812,ACER PLATANOIDES
Brooklyn,-74.03478,40.617579,QUERCUS INCANA
Brooklyn,-73.950286,40.639590000000005,TILIA CORDATA
Queens,-73.897071,40.745503,PLATANUS ACERIFOLIA
Queens,-73.768592,40.715748,PICEA ABIES
Brooklyn,-73.987572,40.638663,PYRUS CALLERYANA
Queens,-73.859083,40.67756,ACER PLATANOIDES
Brooklyn,-73.957225,40.593182,ACER SACCHARUM
Staten Island,-74.10265600000001,40.565191,PLATANUS ACERIFOLIA
Brooklyn,-74.03559,40.628529,QUERCUS RUBRA
Queens,-73.900166,40.775397,ACER SACCHARUM
Bronx,-73.899105,40.892664,ACER PLATANOIDES
Queens,-73.935874,40.767537,GLEDITSIA TRIACANTHOS
Manhattan,-73.986715,40.742001,FRAXINUS PENNSYLVANICA
Staten Island,-74.17435400000001,40.551719,ACER PLATANOIDES
Staten Island,-74.15143,40.557738,LIQUIDAMBAR STYRACIFLUA
Brooklyn,1.0,1.0,ABIES SPECIES
Staten Island,-74.149909,40.543259,PYRUS CALLERYANA
Staten Island,-74.11759,40.576934,QUERCUS PALUSTRIS
Queens,-73.843888,40.785339,ACER PLATANOIDES
Queens,-73.92535699999999,40.740013,PLATANUS ACERIFOLIA
Queens,-73.721556,40.738576,PLATANUS ACERIFOLIA
Manhattan,-73.98994499999999,40.763907,GLEDITSIA TRIACANTHOS
Queens,-73.83345,40.74519,PRUNUS SEROTINA
Queens,-73.882786,40.737787,GLEDITSIA TRIACANTHOS
Staten Island,-74.07670300000001,40.600425,PLATANUS ACERIFOLIA
Brooklyn,-73.95719,40.656665999999994,FRAXINUS PENNSYLVANICA
Brooklyn,-73.9714,40.680069,PYRUS CALLERYANA
Staten Island,-74.155852,40.561177,UNKNOWN LIVE TREES 
