Borough,Longitude,Latitude,LatinSpecies
Queens,-73.739304,40.703385,PINUS SPECIES
Bronx,-73.849584,40.881735,GLEDITSIA TRIACANTHOS
Bronx,-73.860141,40.894531,ULMUS AMERICANA
Queens,-73.858181,40.701141,PLATANUS ACERIFOLIA
Staten Island,-74.17871600000001,40.552637,GLEDITSIA TRIACANTHOS
Queens,-73.827954,40.754577000000005,QUERCUS RUBRA
Queens,-73.839516,40.672671,ACER PLATANOIDES
Queens,-73.857086,40.716502,QUERCUS PALUSTRIS
Queens,-73.916942,40.740915,ACER SACCHARUM
Queens,-73.733574,40.706716,PLANTING SITE
Queens,-73.833141,40.714473999999996,ACER PLATANOIDES
Brooklyn,-73.94136999999999,40.706595,SOPHORA JAPONICA
Manhattan,-73.979878,40.776163000000004,SOPHORA JAPONICA
Bronx,-73.90945,40.837078000000005,ACER PLATANOIDES
Manhattan,-73.95886,40.777908000000004,PYRUS CALLERYANA
Queens,-73.916555,40.744385,GLEDITSIA TRIACANTHOS
Staten Island,-74.211628,40.517664,PYRUS CALLERYANA
Queens,-73.807404,40.687242,PYRUS CALLERYANA
Queens,1.0,1.0,ACER PLATANOIDES
Queens,-73.774986,40.767388000000004,SOPHORA JAPONICA
Brooklyn,-73.942545,40.719471,ACER SACCHARINUM
Bronx,-73.849092,40.874407,ULMUS AMERICANA
Manhattan,-73.970421,40.795787,GLEDITSIA TRIACANTHOS
Brooklyn,-73.929191,40.622316,ACER SACCHARUM
Staten Island,-74.14840600000001,40.558147,PLATANUS ACERIFOLIA
Queens,-73.90050600000001,40.74494,PLANTING SITE
Queens,-73.867728,40.758897999999995,ACER SACCHARUM
Bronx,-73.875656,40.896857000000004,ACER RUBRUM
Brooklyn,-73.96373,40.653083,QUERCUS RUBRA
Staten Island,-74.14909,40.613339,PLATANUS ACERIFOLIA
Bronx,-73.874808,40.89608,ACER PLATANOIDES
Brooklyn,-73.921208,40.647089,QUERCUS PALUSTRIS
Queens,-73.865641,40.684438,GINKGO BILOBA
Brooklyn,-73.869825,40.674690000000005,SOPHORA JAPONICA
Brooklyn,-73.909847,40.620889,ACER PLATANOIDES
Bronx,-73.86933,40.870641,UNKNOWN LIVE TREES 
Queens,-73.834825,40.717362,PLANTING SITE
Queens,-73.822291,40.712932,QUERCUS PALUSTRIS
Queens,-73.845641,40.712819,PLATANUS ACERIFOLIA
Manhattan,-73.98036,40.783318,UNKNOWN LIVE TREES 
Bronx,-73.894577,40.865643,PLATANUS ACERIFOLIA
Staten Island,-74.151179,40.566416,LIQUIDAMBAR STYRACIFLUA
Queens,-73.878727,40.712076,FRAXINUS PENNSYLVANICA
Queens,-73.742153,40.691288,ACER PLATANOIDES
Brooklyn,-73.887325,40.661365,PLATANUS ACERIFOLIA
Queens,-73.73666300000001,40.656125,GLEDITSIA TRIACANTHOS
Staten Island,-74.072037,40.597722,ACER PLATANOIDES
Queens,-73.878911,40.766942,ACER SACCHARINUM
Brooklyn,-73.94448100000001,40.608733,PLATANUS ACERIFOLIA
Brooklyn,-73.95964599999999,40.595542,ACER SACCHARINUM
Manhattan,-73.961104,40.764153,GLEDITSIA TRIACANTHOS
Bronx,-73.852446,40.853201,ACER PLATANOIDES
Queens,-73.944802,40.746818,PYRUS CALLERYANA
Queens,-73.811945,40.670845,QUERCUS PALUSTRIS
Queens,-73.801629,40.686122,GLEDITSIA TRIACANTHOS
Brooklyn,-74.003215,40.635346000000006,PLATANUS ACERIFOLIA
Queens,-73.842212,40.693701000000004,UNKNOWN STUMP
Manhattan,-73.986874,40.712503999999996,PLATANUS ACERIFOLIA
Queens,-73.861829,40.742581,ACER PLATANOIDES
Queens,-73.763664,40.702205,PLATANUS ACERIFOLIA
Staten Island,-74.114265,40.606281,ACER PLATANOIDES
Brooklyn,-74.009398,40.614962,STUMP 
Manhattan,-73.999663,40.733469,SOPHORA JAPONICA
Brooklyn,-73.919389,40.639534999999995,QUERCUS PALUSTRIS
Queens,-73.88610200000001,40.749186,FRAXINUS PENNSYLVANICA
Brooklyn,-73.98734300000001,40.611651,TILIA CORDATA
Brooklyn,-73.98121400000001,40.629352000000004,QUERCUS RUBRA
Queens,-73.819703,40.743794,ACER PLATANOIDES
Queens,-73.786926,40.761296,UNKNOWN DEAD TREES 
Queens,-73.70694300000001,40.749494,LIQUIDAMBAR STYRACIFLUA
Queens,-73.881751,40.716211,FRAXINUS PENNSYLVANICA
Brooklyn,-73.957308,40.683944,PLATANUS ACERIFOLIA
Queens,1.0,1.0,ACER PLATANOIDES
Queens,-73.846734,40.724278000000005,GLEDITSIA TRIACANTHOS
Staten Island,-74.24165,40.502074,ACER SACCHARINUM
Queens,-73.763211,40.718756,ZELKOVA SERRATA
Manhattan,-73.982184,40.775128,QUERCUS PALUSTRIS
Queens,-73.748665,40.752520000000004,ACER PLATANOIDES
Manhattan,-73.955697,40.782242,ZELKOVA SERRATA
Manhattan,-74.010426,40.7116,PYRUS CALLERYANA
Staten Island,-74.17923499999999,40.557103000000005,ACER PLATANOIDES
Bronx,-73.84701899999999,40.903863,ACER PLATANOIDES
Brooklyn,-73.914346,40.664753999999995,UNKNOWN LIVE TREES 
Brooklyn,-73.87990699999999,40.68481,UNKNOWN DEAD TREES 
Manhattan,-73.942291,40.813835,UNKNOWN LIVE TREES 
Queens,-73.843817,40.769662,PLATANUS ACERIFOLIA
Queens,-73.82908,40.786011,PLATANUS ACERIFOLIA
Queens,-73.770246,40.663598,ACER PLATANOIDES
Queens,-73.828204,40.682977,GLEDITSIA TRIACANTHOS
Manhattan,-74.00499,40.731868,GLEDITSIA TRIACANTHOS
Bronx,-73.817391,40.819829999999996,FRAXINUS PENNSYLVANICA
Queens,-73.832042,40.694962,ACER SACCHARINUM
Queens,-73.775561,40.768481,TILIA CORDATA
Queens,-73.911375,40.764267,PYRUS CALLERYANA
Bronx,-73.902869,40.892136,AESCULUS HIPPOCASTANUM
Brooklyn,-73.977192,40.64227,QUERCUS PALUSTRIS
Staten Island,-74.181567,40.52369,ACER RUBRUM
Queens,1.0,1.0,ACER PLATANOIDES
Queens,-73.901003,40.697393,PLATANUS ACERIFOLIA
Bronx,-73.915444,40.851884999999996,ACER SACCHARUM
Queens,-73.904104,40.725059,ACER PLATANOIDES
Brooklyn,-73.93645,40.587077,ACER SACCHARUM
Brooklyn,-73.91883,40.634496999999996,PLATANUS ACERIFOLIA
Manhattan,-73.959271,40.771734,TILIA SPECIES
Brooklyn,-73.96879399999999,40.633803,QUERCUS PALUSTRIS
Queens,-73.811988,40.752171999999995,PLANTING SITE
Brooklyn,-73.948819,40.65951,PLATANUS ACERIFOLIA
Bronx,-73.844801,40.898554,ACER PLATANOIDES
Brooklyn,-73.974946,40.670876,TILIA CORDATA
Staten Island,-74.132695,40.567114000000004,ACER RUBRUM
Queens,-73.78306500000001,40.748515000000005,ACER PLATANOIDES
Queens,-73.791983,40.733086,PYRUS CALLERYANA
Queens,-73.755512,40.710557,PLATANUS ACERIFOLIA
Queens,-73.90886,40.708494,ACER PLATANOIDES
Queens,-73.806313,40.714395,UNKNOWN STUMP
Staten Island,-74.18275799999999,40.553095,FRAXINUS PENNSYLVANICA
Queens,-73.838612,40.676364,FRAXINUS PENNSYLVANICA
Queens,-73.783615,40.750851000000004,ACER PSEUDOPLATANUS
Queens,-73.708325,40.750386,ACER PLATANOIDES
Brooklyn,-73.95800200000001,40.685364,UNKNOWN LIVE TREES 
Queens,-73.796772,40.771736,UNKNOWN STUMP
Bronx,-73.900014,40.895221,ACER SACCHARUM
Brooklyn,-73.939366,40.592515,QUERCUS PALUSTRIS
Queens,-73.71809,40.737121,ACER PLATANOIDES
Queens,-73.761075,40.720353,PYRUS CALLERYANA
Queens,-73.823895,40.676441,GINKGO BILOBA
Queens,-73.868706,40.75857,ACER PLATANOIDES
Brooklyn,-73.868812,40.678156,PLATANUS ACERIFOLIA
Queens,-73.889263,40.734561,ACER PLATANOIDES
Staten Island,-74.13978,40.60593,PLANTING SITE
Queens,-73.842053,40.672307,ACER PLATANOIDES
Queens,-73.803379,40.785888,ACER PLATANOIDES
Bronx,-73.886659,40.874272999999995,FRAXINUS PENNSYLVANICA
Brooklyn,-73.90399599999999,40.641852,PLATANUS ACERIFOLIA
Bronx,-73.833361,40.848196,ACER PSEUDOPLATANUS
Queens,-73.871004,40.760418,FRAXINUS PENNSYLVANICA
Brooklyn,1.0,1.0,GLEDITSIA TRIACANTHOS
Bronx,-73.860249,40.869583,GLEDITSIA TRIACANTHOS
Staten Island,-74.1892,40.540896000000004,QUERCUS PALUSTRIS
Queens,-73.730841,40.714997,ACER PLATANOIDES
Queens,-73.751134,40.691484,PLATANUS ACERIFOLIA
Queens,-73.890411,40.730267,ACER PLATANOIDES
Brooklyn,-73.943017,40.722378000000006,AILANTHUS ALTISSIMA
Brooklyn,-73.96383,40.688443,PYRUS CALLERYANA
Queens,-73.87697,40.734918,ULMUS SPECIES
Brooklyn,-73.975513,40.6384,PLATANUS ACERIFOLIA
Queens,-73.753813,40.733662,ACER SACCHARINUM
Queens,-73.80210100000001,40.713907,ACER PLATANOIDES
Brooklyn,-73.931389,40.696828000000004,TILIA CORDATA
Queens,-73.907988,40.762801,PYRUS CALLERYANA
Brooklyn,-74.013648,40.626864000000005,PRUNUS PERSICA
Brooklyn,-73.948137,40.706474,ACER SACCHARUM
Queens,1.0,1.0,ACER SACCHARUM
Staten Island,-74.103193,40.563643,ACER SACCHARINUM
Queens,-73.793514,40.730028999999995,ACER PLATANOIDES
Manhattan,-73.919042,40.871274,SOPHORA JAPONICA
Queens,-73.778281,40.764063,ACER PLATANOIDES
Queens,-73.827501,40.687246,ACER PLATANOIDES
Queens,-73.76374399999999,40.74801,ACER PLATANOIDES
Queens,-73.79511,40.788951000000004,ACER SACCHARINUM
Queens,-73.754809,40.693795,PYRUS CALLERYANA
Queens,-73.877112,40.718235,CRATAEGUS SPECIES
Bronx,-73.90795,40.892876,ROBINIA PSEUDOACACIA
Staten Island,-74.150968,40.626442,FRAXINUS PENNSYLVANICA
Queens,-73.906637,40.776668,PLATANUS ACERIFOLIA
Staten Island,-74.104742,40.585569,ACER RUBRUM
Queens,-73.897178,40.758061,ACER PSEUDOPLATANUS
Staten Island,-74.195717,40.546059,PYRUS CALLERYANA
Queens,-73.70582900000001,40.735876,ACER PLATANOIDES
Queens,-73.92349200000001,40.731192,MALUS PUMILA
Queens,-73.80335500000001,40.672325,PRUNUS SEROTINA
Queens,-73.76320799999999,40.679469,PYRUS CALLERYANA
Queens,-73.823656,40.754597,ACER PLATANOIDES
Brooklyn,-74.01666800000001,40.647996,FRAXINUS SPECIES
Bronx,-73.837681,40.883178,ACER SPECIES
Queens,-73.913671,40.757387,ACER PLATANOIDES
Queens,-73.878136,40.758483,PLATANUS ACERIFOLIA
Brooklyn,-73.926964,40.63058,ACER PLATANOIDES
Queens,-73.832114,40.680289,ACER PLATANOIDES
Bronx,-73.852614,40.846198,ACER PLATANOIDES
Queens,-73.721595,40.736057,PLANTING SITE
Bronx,-73.82576,40.833303,ACER SACCHARUM
Queens,-73.86390899999999,40.704126,ACER PLATANOIDES
Staten Island,-74.13363199999999,40.57891,LIQUIDAMBAR STYRACIFLUA
Queens,-73.842763,40.679794,UNKNOWN LIVE TREES 
Queens,-73.818561,40.683018,QUERCUS PALUSTRIS
Bronx,-73.859484,40.869594,ACER SACCHARUM
Brooklyn,-73.951598,40.693657,GLEDITSIA TRIACANTHOS
Queens,1.0,1.0,QUERCUS PALUSTRIS
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Staten Island,-74.08280500000001,40.60866,ACER PLATANOIDES
Queens,-73.817662,40.679556,ACER PLATANOIDES
Brooklyn,-73.98738399999999,40.688724,AILANTHUS ALTISSIMA
Queens,-73.742253,40.682109000000004,GLEDITSIA TRIACANTHOS
Queens,-73.808712,40.760262,PLATANUS ACERIFOLIA
Queens,-73.75817099999999,40.740579,PLATANUS ACERIFOLIA
Bronx,-73.888295,40.81875,SOPHORA JAPONICA
Staten Island,-74.132345,40.565015,ACER PLATANOIDES
Bronx,-73.852625,40.853429,GLEDITSIA TRIACANTHOS
Queens,-73.914484,40.775501,PLATANUS ACERIFOLIA
Brooklyn,1.0,1.0,ACER PSEUDOPLATANUS
Manhattan,-73.98666800000001,40.769205,GLEDITSIA TRIACANTHOS
Brooklyn,-73.954945,40.645206,ACER PLATANOIDES
Queens,-73.802892,40.771315,PLATANUS ACERIFOLIA
Brooklyn,-73.968653,40.692331,UNKNOWN LIVE TREES 
Manhattan,-73.983602,40.767916,GLEDITSIA TRIACANTHOS
Bronx,-73.881425,40.835252000000004,FRAXINUS PENNSYLVANICA
Staten Island,-74.171626,40.547841999999996,QUERCUS RUBRA
Queens,-73.85041899999999,40.659393,PLANTING SITE
Queens,-73.80554599999999,40.740068,ACER RUBRUM
Queens,-73.877162,40.714425,PLATANUS ACERIFOLIA
Queens,-73.917459,40.778407,PLATANUS ACERIFOLIA
Bronx,-73.88686700000001,40.835253,GLEDITSIA TRIACANTHOS
Queens,-73.822363,40.692219,ACER PLATANOIDES
Queens,-73.89076800000001,40.724317,ACER SACCHARUM
Bronx,-73.845443,40.860965,PLATANUS ACERIFOLIA
Brooklyn,-73.939083,40.664753000000005,ACER PLATANOIDES
Manhattan,-74.010132,40.720544,GLEDITSIA TRIACANTHOS
Queens,-73.771589,40.663892,ACER PLATANOIDES
Queens,-73.779481,40.768378999999996,ACER PLATANOIDES
Queens,-73.88981,40.697324,ACER PLATANOIDES
Queens,-73.75237,40.726511,TILIA CORDATA
Queens,-73.758526,40.71683,ACER PLATANOIDES
Queens,-73.787541,40.702360999999996,PLATANUS ACERIFOLIA
Manhattan,-73.938497,40.835187,PLATANUS ACERIFOLIA
Queens,-73.91403299999999,40.709401,ACER PLATANOIDES
Queens,-73.796495,40.689747,PLATANUS ACERIFOLIA
Brooklyn,-73.961312,40.671345,FRAXINUS PENNSYLVANICA
Queens,-73.88868000000001,40.758953999999996,ACER PSEUDOPLATANUS
Bronx,-73.847269,40.900933,OSTRYA VIRGINIANA
Queens,-73.908468,40.711361,PLATANUS ACERIFOLIA
Queens,-73.903198,40.754832,FRAXINUS PENNSYLVANICA
Manhattan,-74.004632,40.708206,GLEDITSIA TRIACANTHOS
Staten Island,-74.126719,40.564425,QUERCUS PALUSTRIS
Staten Island,-74.135631,40.622417999999996,QUERCUS PALUSTRIS
Manhattan,-73.99686,40.740635,PYRUS CALLERYANA
Queens,-73.89060400000001,40.733693,ACER SACCHARINUM
Brooklyn,1.0,1.0,GLEDITSIA TRIACANTHOS
Manhattan,-73.988854,40.726971,GINKGO BILOBA
Staten Island,-74.110187,40.628668,PLATANUS ACERIFOLIA
Bronx,-73.857232,40.895088,FRAXINUS SPECIES
Queens,-73.780834,40.765219,PLATANUS ACERIFOLIA
Queens,-73.801296,40.723631,ACER PLATANOIDES
Queens,-73.73795799999999,40.722105,ACER PSEUDOPLATANUS
Brooklyn,-73.903533,40.631254,PLATANUS ACERIFOLIA
Queens,-73.864602,40.574827,FRAXINUS PENNSYLVANICA
Queens,-73.789051,40.678877,ACER PLATANOIDES
Brooklyn,-73.930367,40.624208,ACER PLATANOIDES
Queens,-73.808447,40.783703,UNKNOWN DEAD TREES 
Queens,-73.762176,40.742552,ACER SACCHARINUM
Queens,-73.848036,40.661468,PLATANUS ACERIFOLIA
Bronx,-73.821333,40.83851,PYRUS CALLERYANA
Brooklyn,-73.979761,40.62753,GLEDITSIA TRIACANTHOS
Bronx,-73.891064,40.864343,GLEDITSIA TRIACANTHOS
Staten Island,-74.110642,40.631831,ACER SACCHARINUM
Manhattan,-73.959266,40.780236,GINKGO BILOBA
Brooklyn,-73.903631,40.63812,PLATANUS ACERIFOLIA
Brooklyn,-73.99356800000001,40.700053999999994,ACER PLATANOIDES
Bronx,-73.843463,40.894882,PLATANUS ACERIFOLIA
Queens,-73.832499,40.70363,ACER PLATANOIDES
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Brooklyn,-73.958688,40.716936,ACER PLATANOIDES
Queens,-73.835082,40.659863,ACER PLATANOIDES
Queens,-73.741058,40.603876,FRAXINUS PENNSYLVANICA
Staten Island,-74.210964,40.519785,PLATANUS ACERIFOLIA
Queens,-73.885706,40.74118,ACER PLATANOIDES
Queens,-73.818775,40.691111,ACER PLATANOIDES
Queens,-73.845704,40.679803,ACER PLATANOIDES
Brooklyn,-73.892103,40.679744,PLATANUS ACERIFOLIA
Bronx,-73.89376,40.884502000000005,ACER PLATANOIDES
Brooklyn,-73.989778,40.664947,ACER SACCHARINUM
Queens,-73.89269399999999,40.706856,QUERCUS PALUSTRIS
Queens,-73.817722,40.795187,TILIA CORDATA
Brooklyn,-73.89018,40.645746,ACER SACCHARUM
Manhattan,-73.973108,40.752607,TILIA CORDATA
Manhattan,-73.98491999999999,40.728978999999995,PLANTING SITE
Brooklyn,-73.99688499999999,40.694122,PLATANUS ACERIFOLIA
Bronx,-73.87530699999999,40.832464,QUERCUS PALUSTRIS
Manhattan,-73.970579,40.751653999999995,PYRUS CALLERYANA
Manhattan,1.0,1.0,GLEDITSIA TRIACANTHOS
Brooklyn,-73.871401,40.688615999999996,ACER PLATANOIDES
Staten Island,-74.088571,40.582785,PLATANUS ACERIFOLIA
Bronx,1.0,1.0,QUERCUS PALUSTRIS
Brooklyn,-73.943731,40.584571000000004,PLATANUS ACERIFOLIA
Brooklyn,-74.00085,40.680493,PLATANUS ACERIFOLIA
Queens,1.0,1.0,SOPHORA JAPONICA
Queens,-73.736766,40.653017,FRAXINUS PENNSYLVANICA
Queens,-73.923038,40.775403000000004,QUERCUS ALBA
Bronx,-73.849108,40.897168,TILIA CORDATA
Staten Island,-74.245855,40.503267,ACER SACCHARINUM
Queens,-73.81496,40.774342,PLATANUS ACERIFOLIA
Staten Island,-74.11094399999999,40.633577,PRUNUS SEROTINA
Queens,-73.86492700000001,40.723664,UNKNOWN LIVE TREES 
Queens,-73.83426800000001,40.659978,PLATANUS ACERIFOLIA
Manhattan,-74.007162,40.7343,PYRUS CALLERYANA
Bronx,-73.871938,40.835029999999996,TILIA CORDATA
Queens,-73.90654,40.702771000000006,ACER PLATANOIDES
Brooklyn,-73.976714,40.66876,QUERCUS PALUSTRIS
Staten Island,-74.070139,40.602436,QUERCUS PALUSTRIS
Brooklyn,-73.93364,40.625551,ACER SACCHARUM
Staten Island,1.0,1.0,PLATANUS ACERIFOLIA
Queens,-73.804513,40.711577,GLEDITSIA TRIACANTHOS
Brooklyn,-73.919232,40.614498,QUERCUS PALUSTRIS
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Queens,-73.811971,40.77267,QUERCUS PALUSTRIS
Brooklyn,-73.900817,40.672472,FRAXINUS PENNSYLVANICA
Queens,-73.869955,40.759719,PLATANUS ACERIFOLIA
Bronx,-73.86435,40.815065999999995,QUERCUS PRINUS
Brooklyn,-73.957741,40.5907,QUERCUS PALUSTRIS
Brooklyn,-73.929572,40.610405,ACER SACCHARINUM
Queens,-73.919823,40.767784999999996,ACER PLATANOIDES
Brooklyn,-74.019101,40.627390000000005,ACER PLATANOIDES
Brooklyn,-73.958887,40.632777000000004,OSTRYA VIRGINIANA
Manhattan,-73.919699,40.860663,ACER PLATANOIDES
Staten Island,-74.238134,40.509311,ACER PLATANOIDES
Manhattan,-73.96583000000001,40.757834,GINKGO BILOBA
Queens,-73.900305,40.76992,ACACIA AURICULAEFORMIS
Queens,1.0,1.0,GLEDITSIA TRIACANTHOS
Manhattan,-73.973158,40.782644,PLANTING SITE
Manhattan,-73.959216,40.762538,PLATANUS ACERIFOLIA
Queens,-73.822861,40.677537,GLEDITSIA TRIACANTHOS
Queens,-73.792468,40.746001,PLATANUS ACERIFOLIA
Queens,-73.823903,40.692939,ACER PLATANOIDES
Bronx,-73.836792,40.889869,ACER PLATANOIDES
Queens,-73.755834,40.751356,PLATANUS ACERIFOLIA
Staten Island,-74.13679499999999,40.601290000000006,PLANTING SITE
Brooklyn,-74.00347,40.624108,ACER SACCHARINUM
Bronx,1.0,1.0,ACER SACCHARINUM
Queens,-73.87418100000001,40.75862,NYSSA SYLVATICA
Queens,-73.747125,40.708006,PLATANUS ACERIFOLIA
Queens,-73.895251,40.702791,PLATANUS ACERIFOLIA
Queens,-73.894306,40.706454,ACER PLATANOIDES
Queens,-73.788023,40.760892,ACER SACCHARINUM
Queens,-73.870421,40.706562,PLATANUS ACERIFOLIA
Queens,-73.736503,40.656541,ACER PSEUDOPLATANUS
Manhattan,-73.955729,40.806529,GLEDITSIA TRIACANTHOS
Brooklyn,-73.963163,40.629459999999995,ACER PLATANOIDES
Manhattan,-73.96155,40.777798,TILIA CORDATA
Manhattan,-73.948934,40.810936,PLATANUS ACERIFOLIA
Queens,-73.813703,40.763883,QUERCUS PALUSTRIS
Brooklyn,-73.99561800000001,40.695738,GINKGO BILOBA
Brooklyn,-73.940088,40.579812,UNKNOWN LIVE TREES 
Queens,-73.740513,40.660844,ACER PLATANOIDES
Manhattan,-73.94738199999999,40.806867,ULMUS AMERICANA
Staten Island,-74.136945,40.598168,ACER SACCHARUM
Manhattan,-73.980261,40.772228999999996,UNKNOWN DEAD TREES 
Brooklyn,-73.98230500000001,40.672323999999996,QUERCUS PALUSTRIS
Brooklyn,-73.963444,40.652463,AILANTHUS ALTISSIMA
Brooklyn,-73.958701,40.674599,PLATANUS ACERIFOLIA
Brooklyn,-73.982174,40.637229,ACER PLATANOIDES
Staten Island,-74.151299,40.607444,PLANTING SITE
Bronx,-73.819872,40.838107,TILIA CORDATA
Manhattan,1.0,1.0,TILIA CORDATA
Queens,-73.916923,40.747275,ACER PLATANOIDES
Manhattan,-73.947834,40.826207000000004,QUERCUS RUBRA
Queens,-73.732398,40.708803,ACER PSEUDOPLATANUS
Queens,-73.750262,40.670615999999995,ACER PLATANOIDES
Staten Island,-74.234928,40.522344,QUERCUS PALUSTRIS
Bronx,-73.809865,40.818175,PLATANUS ACERIFOLIA
Staten Island,-74.150687,40.592669,FRAXINUS PENNSYLVANICA
Brooklyn,-73.921001,40.702785,GLEDITSIA TRIACANTHOS
Queens,-73.74981899999999,40.708698,ACER PLATANOIDES
Brooklyn,-73.94919200000001,40.618632,PLATANUS ACERIFOLIA
Bronx,-73.837467,40.871246,ACER SACCHARUM
Queens,-73.76352800000001,40.719316,TILIA CORDATA
Queens,-73.81905400000001,40.609413,PLATANUS ACERIFOLIA
Queens,-73.920129,40.756218,PLANTING SITE
Queens,-73.87647,40.771551,PLATANUS ACERIFOLIA
Manhattan,-73.981747,40.781209000000004,PLATANUS ACERIFOLIA
Brooklyn,-73.92343000000001,40.686514,PYRUS CALLERYANA
Brooklyn,-73.99910899999999,40.688544,UNKNOWN DEAD TREES 
Manhattan,-74.008657,40.737559000000005,FRAXINUS PENNSYLVANICA
Brooklyn,1.0,1.0,GLEDITSIA TRIACANTHOS
Staten Island,1.0,1.0,LIQUIDAMBAR STYRACIFLUA
Queens,-73.885035,40.702748,PLATANUS ACERIFOLIA
Staten Island,-74.18391,40.538095,ACER SACCHARINUM
Brooklyn,-73.917192,40.677865999999995,TILIA CORDATA
Bronx,-73.862359,40.84795,ACER SACCHARUM
Queens,-73.941385,40.763589,ACER PLATANOIDES
Queens,-73.855016,40.665356,PLATANUS ACERIFOLIA
Brooklyn,-73.996123,40.669196,QUERCUS RUBRA
Manhattan,-73.945538,40.826058,QUERCUS PALUSTRIS
Manhattan,-73.96347,40.805306,GINKGO BILOBA
Queens,-73.781351,40.750353000000004,ACER SACCHARINUM
Brooklyn,-73.966284,40.609558,ACER PLATANOIDES
Brooklyn,-73.952792,40.617259000000004,ACER PLATANOIDES
Brooklyn,-74.034376,40.629861,QUERCUS PALUSTRIS
Queens,-73.778059,40.755672,PLATANUS ACERIFOLIA
Queens,-73.862125,40.723487,UNKNOWN LIVE TREES 
Manhattan,-73.958547,40.8083,GLEDITSIA TRIACANTHOS
Staten Island,-74.137174,40.572146000000004,ACER PLATANOIDES
Brooklyn,-73.963346,40.653417,PLATANUS ACERIFOLIA
Manhattan,-73.98275799999999,40.728069,QUERCUS PALUSTRIS
Queens,-73.829989,40.690337,ACER PLATANOIDES
Brooklyn,1.0,1.0,QUERCUS PALUSTRIS
Brooklyn,-74.006424,40.600189,PYRUS CALLERYANA
Queens,-73.850593,40.695735,ACER PLATANOIDES
Queens,-73.829746,40.728553000000005,ULMUS AMERICANA
Queens,-73.771428,40.70212,ACER PLATANOIDES
Brooklyn,-73.929769,40.661595,ACER PLATANOIDES
Brooklyn,-73.952773,40.617159,ACER PLATANOIDES
Brooklyn,-73.916862,40.620519,PLATANUS ACERIFOLIA
Brooklyn,-73.957336,40.685441,GLEDITSIA TRIACANTHOS
Bronx,-73.84716800000001,40.866001000000004,TILIA CORDATA
Brooklyn,-73.931016,40.669913,GLEDITSIA TRIACANTHOS
Queens,-73.840752,40.723315,ACER PLATANOIDES
Manhattan,-73.98155799999999,40.734953000000004,GLEDITSIA TRIACANTHOS
Queens,-73.90736,40.706775,FRAXINUS PENNSYLVANICA
Brooklyn,-73.929576,40.687135,GLEDITSIA TRIACANTHOS
Queens,-73.720298,40.74085,ACER PLATANOIDES
Staten Island,-74.203911,40.529204,ACER PLATANOIDES
Queens,1.0,1.0,GLEDITSIA TRIACANTHOS
Queens,-73.858897,40.689766,ACER PLATANOIDES
Queens,-73.854361,40.72999,ACER SACCHARUM
Queens,-73.76834000000001,40.76725,ACER PLATANOIDES
Queens,-73.88674499999999,40.752699,ACER PLATANOIDES
Staten Island,-74.102873,40.645507,PLATANUS ACERIFOLIA
Brooklyn,-74.009274,40.649034,FRAXINUS PENNSYLVANICA
Brooklyn,-73.932411,40.611865,FRAXINUS PENNSYLVANICA
Queens,-73.894564,40.726104,GLEDITSIA TRIACANTHOS
Queens,-73.762596,40.719407000000004,TILIA CORDATA
Queens,-73.72474,40.730528,ACER RUBRUM
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Queens,1.0,1.0,PLATANUS ACERIFOLIA
Queens,-73.710348,40.732748,SOPHORA JAPONICA
Brooklyn,-73.99596,40.641674,STUMP 
Queens,-73.77778,40.697251,QUERCUS PALUSTRIS
Brooklyn,-73.954839,40.606117,QUERCUS PALUSTRIS
Queens,-73.849603,40.716640999999996,ULMUS AMERICANA
Queens,-73.864602,40.574827,FRAXINUS PENNSYLVANICA
Bronx,-73.871915,40.832202,GLEDITSIA TRIACANTHOS
Queens,-73.866332,40.728196000000004,ACER PLATANOIDES
Bronx,-73.823073,40.833443,PLATANUS ACERIFOLIA
Queens,-73.849587,40.696553,ACER PLATANOIDES
Brooklyn,-73.942524,40.588409999999996,PLATANUS ACERIFOLIA
Brooklyn,-73.87939300000001,40.665206,PLATANUS ACERIFOLIA
Manhattan,-73.962138,40.773415,GLEDITSIA TRIACANTHOS
Queens,-73.794585,40.680031,PLATANUS ACERIFOLIA
Brooklyn,-73.92342,40.613946999999996,PLATANUS ACERIFOLIA
Queens,-73.802879,40.782265,ACER PLATANOIDES
Queens,-73.82542099999999,40.731021999999996,ACER PLATANOIDES
Brooklyn,-73.998189,40.632311,PRUNUS SEROTINA
Brooklyn,-73.910824,40.606128000000005,QUERCUS PALUSTRIS
Staten Island,-74.161835,40.605237,MALUS PUMILA
Staten Island,-74.189261,40.540879,LIQUIDAMBAR STYRACIFLUA
Brooklyn,-73.992816,40.633621000000005,PLATANUS ACERIFOLIA
Bronx,-73.82762199999999,40.838097,ACER PLATANOIDES
Staten Island,-74.16341899999999,40.542455,ACER PLATANOIDES
Manhattan,-73.952117,40.781397,GLEDITSIA TRIACANTHOS
Queens,-73.841539,40.670786,ACER PLATANOIDES
Queens,-73.81012199999999,40.783837,ACER SACCHARINUM
